,Premise,Hypothesis,Label
254858,You'll find the underground exotic animal market to be one of Hong Kong's curiosities on Connaught Road Central.,"On Connaught Road Central, you'll find one of Hong Kong's curiosities, the 244-m- (800-ft-) long Mid-Levels outdoor escalator.",contradiction
333083,The ancient fortress of Yedikule is a long way from the city's other sights.,"At the Marmara end of the Theodosian Walls, a long way from the city's other sights but easily reached by bus or taxi, stands the ancient fortress of Yedikule (Seven Towers).",entailment
239950,The woman married to him?,The wife?,entailment
322985,Poirot dozed off and no longer held his attention to him.,"I do not think âPoirot watched him narrowly â""that you quite realize the unfavourable nature of your evidence at the inquest.",contradiction
59867,YOu never get tired of them.,how come uh you don't have any now you get tired of them,contradiction
150558,The US military will stay in Bosnia for the next 8 years.,The U.S. military will leave Bosnia at the end of this year.,contradiction
284490,I really wish I could find a way to help those who have lost their rights in other countries.,the people who have lost their rights and everything overseas and everything and i think uh i don't know how to change that,neutral
102991,I think they could save money if they didn't always test new employees that have had clean records in the past.,i think they could uh save money by not doing that you know every time say if you change jobs that you you wouldn't have to do it if you'd just been tested at your other work place,neutral
302138,Britain only received a total of twenty islands from China.,"In 1898, under the Convention of Peking, China leased the New Territories and 235 more islands to Britain for what then seemed an eternity 99 years.",contradiction
368149,"Even though it was very early in the morning, the boys sorted out the pages.","Th' boys in th' company, they got right interested in sortin' out all them pages an' puttin' 'em in order agin, kinda like a game, Pa said.",neutral
284714,"Substance testing is acceptable in the workplace, as long as there's adequate cause for the testing.",i i feel like it's okay if there's if there's cause somebody's performance is you know indicates indicates that they're they're obviously not all there they're,neutral
303105,Both guys are using the same information to write their speeches.,Both men are working with the same set of facts and accusations.,neutral
141444,"""Awfully small for a space-ship, isn't it,"" Red stated.","Red said, ""It's awfully small for a space-ship.""",entailment
283017,Bienville was the first governor of Louisiana.,The brothers are remembered today as the true founders of both the state and the city Bienville later served as the first governor of Louisiana.,entailment
349742,Netanyahu wanted Clinton to host a Camp david like summit.,"Netanyahu urged Clinton to host a Camp David-like summit , the climax to Netanyahu's proposed shortcut negotiations with the Palestinian Authority.",entailment
334644,They were worried about the people in general.,Our work resulted in substantial financial savings and significant improvements to government that will benefit all Americans.,neutral
